Date,Hour,HOEP
29-Sep-16,11,0
29-Sep-16,12,0
29-Sep-16,13,0
29-Sep-16,14,0
29-Sep-16,15,0.39
29-Sep-16,16,5.88
29-Sep-16,17,4.26
29-Sep-16,18,3.3
29-Sep-16,19,10.17
29-Sep-16,20,1.99
29-Sep-16,21,0
29-Sep-16,22,-0.27
29-Sep-16,23,-1
29-Sep-16,24,-3.08
30-Sep-16,1,-4.18
30-Sep-16,2,-4.23
30-Sep-16,3,-4.13
30-Sep-16,4,-4.22
30-Sep-16,5,-3.53
30-Sep-16,6,-0.5
30-Sep-16,7,0.39
30-Sep-16,8,0
30-Sep-16,9,2.38
30-Sep-16,10,0
30-Sep-16,11,0
30-Sep-16,12,0
30-Sep-16,13,0
30-Sep-16,14,0.79
30-Sep-16,15,0
30-Sep-16,16,0
30-Sep-16,17,0
30-Sep-16,18,0.79
30-Sep-16,19,0.39
30-Sep-16,20,1.18
30-Sep-16,21,0.39
30-Sep-16,22,0.39
30-Sep-16,23,-0.52
30-Sep-16,24,-2.25
1-Oct-16,1,-1.52
1-Oct-16,2,-3
1-Oct-16,3,-3.42
1-Oct-16,4,-4.01
1-Oct-16,5,-4.17
1-Oct-16,6,-1.04
1-Oct-16,7,2.72
1-Oct-16,8,4.31
1-Oct-16,9,8.09
1-Oct-16,10,13.28
1-Oct-16,11,10.3
1-Oct-16,12,9.22
1-Oct-16,13,14.28
1-Oct-16,14,7.93
1-Oct-16,15,11.36
1-Oct-16,16,8.32
1-Oct-16,17,5.95
1-Oct-16,18,6.98
1-Oct-16,19,6.14
1-Oct-16,20,5.91
1-Oct-16,21,8.96
1-Oct-16,22,10.22
1-Oct-16,23,10.26
1-Oct-16,24,6.72
2-Oct-16,1,3.89
2-Oct-16,2,-3
2-Oct-16,3,-4.01
2-Oct-16,4,-4.09
2-Oct-16,5,-4.11
2-Oct-16,6,5.45
2-Oct-16,7,7.49
2-Oct-16,8,9.48
2-Oct-16,9,31.09
2-Oct-16,10,9.14
2-Oct-16,11,10.36
2-Oct-16,12,11.14
2-Oct-16,13,7.05
2-Oct-16,14,14.38
2-Oct-16,15,49.62
2-Oct-16,16,38.44
2-Oct-16,17,65.24
2-Oct-16,18,65.92
2-Oct-16,19,87.2
2-Oct-16,20,11.98
2-Oct-16,21,12.7
2-Oct-16,22,21.57
2-Oct-16,23,19.77
2-Oct-16,24,9.92
3-Oct-16,1,10.06
3-Oct-16,2,18.48
3-Oct-16,3,14.38
3-Oct-16,4,10.65
3-Oct-16,5,22.37
3-Oct-16,6,8.82
3-Oct-16,7,7.41
3-Oct-16,8,12.98
3-Oct-16,9,27.5
3-Oct-16,10,26.94
3-Oct-16,11,27.1
3-Oct-16,12,8.4
3-Oct-16,13,5.14
3-Oct-16,14,16.04
3-Oct-16,15,17.63
3-Oct-16,16,26.53
3-Oct-16,17,25.43
3-Oct-16,18,20.99
3-Oct-16,19,20.87
3-Oct-16,20,22.51
3-Oct-16,21,20.72
3-Oct-16,22,15.12
3-Oct-16,23,30.66
3-Oct-16,24,5.48
4-Oct-16,1,5.28
4-Oct-16,2,-4
4-Oct-16,3,-2.18
4-Oct-16,4,-2.25
4-Oct-16,5,2.95
4-Oct-16,6,56.52
4-Oct-16,7,9.24
4-Oct-16,8,5.69
4-Oct-16,9,5.85
4-Oct-16,10,19.54
4-Oct-16,11,5.75
4-Oct-16,12,0
4-Oct-16,13,5.73
4-Oct-16,14,5.89
4-Oct-16,15,5.38
4-Oct-16,16,6.73
4-Oct-16,17,6.7
4-Oct-16,18,5.95
4-Oct-16,19,8.14
4-Oct-16,20,3.36
4-Oct-16,21,0.39
4-Oct-16,22,0.39
4-Oct-16,23,0.14
4-Oct-16,24,-0.5
5-Oct-16,1,-1.63
5-Oct-16,2,-3.6
5-Oct-16,3,-3.94
5-Oct-16,4,-4.03
5-Oct-16,5,-2.93
5-Oct-16,6,-0.84
5-Oct-16,7,3.26
5-Oct-16,8,1.17
5-Oct-16,9,0
5-Oct-16,10,0
5-Oct-16,11,0
5-Oct-16,12,0
5-Oct-16,13,0
5-Oct-16,14,0
5-Oct-16,15,0.39
5-Oct-16,16,0.79
5-Oct-16,17,0
5-Oct-16,18,0
5-Oct-16,19,0.39
5-Oct-16,20,1.18
5-Oct-16,21,0
5-Oct-16,22,-0.02
5-Oct-16,23,-0.5
5-Oct-16,24,-1.03
6-Oct-16,1,-3.17
6-Oct-16,2,-3.08
6-Oct-16,3,-3.25
6-Oct-16,4,-3.08
6-Oct-16,5,0.54
6-Oct-16,6,4.1
6-Oct-16,7,6.11
6-Oct-16,8,5.35
6-Oct-16,9,5.87
6-Oct-16,10,1.19
6-Oct-16,11,3.01
6-Oct-16,12,4.12
6-Oct-16,13,5.58
6-Oct-16,14,5.59
6-Oct-16,15,12.58
6-Oct-16,16,12.1
6-Oct-16,17,13.13
6-Oct-16,18,11.98
6-Oct-16,19,6.02
6-Oct-16,20,7.81
6-Oct-16,21,3.81
6-Oct-16,22,5.02
6-Oct-16,23,1.28
6-Oct-16,24,0
7-Oct-16,1,-0.5
7-Oct-16,2,-2.77
7-Oct-16,3,-3
7-Oct-16,4,-3
7-Oct-16,5,-0.5
7-Oct-16,6,-0.52
7-Oct-16,7,2.37
7-Oct-16,8,1.29
7-Oct-16,9,8.74
7-Oct-16,10,18.4
7-Oct-16,11,19.44
7-Oct-16,12,5.92
7-Oct-16,13,2.42
7-Oct-16,14,5.38
7-Oct-16,15,5.53
7-Oct-16,16,6.56
7-Oct-16,17,9.55
7-Oct-16,18,19.67
7-Oct-16,19,17.5
7-Oct-16,20,13.01
7-Oct-16,21,8.74
7-Oct-16,22,16.73
7-Oct-16,23,16.44
7-Oct-16,24,1.32
8-Oct-16,1,-2
8-Oct-16,2,-3
8-Oct-16,3,-3
8-Oct-16,4,-3
8-Oct-16,5,-3.08
8-Oct-16,6,-1.02
8-Oct-16,7,0
8-Oct-16,8,0
8-Oct-16,9,0
8-Oct-16,10,0
8-Oct-16,11,0
8-Oct-16,12,0
8-Oct-16,13,0
8-Oct-16,14,0
8-Oct-16,15,0
8-Oct-16,16,0
8-Oct-16,17,0
8-Oct-16,18,4.49
8-Oct-16,19,5.83
8-Oct-16,20,3.66
8-Oct-16,21,0
8-Oct-16,22,0.4
8-Oct-16,23,1.28
8-Oct-16,24,-1.75
9-Oct-16,1,-1.52
9-Oct-16,2,-4.08
9-Oct-16,3,-4.05
9-Oct-16,4,-3.79
9-Oct-16,5,-0.05
9-Oct-16,6,0
9-Oct-16,7,1.21
9-Oct-16,8,4.94
9-Oct-16,9,26.76
9-Oct-16,10,5.92
9-Oct-16,11,3.77
9-Oct-16,12,5.75
9-Oct-16,13,1.62
9-Oct-16,14,2.05
9-Oct-16,15,1.97
9-Oct-16,16,5
9-Oct-16,17,3.46
9-Oct-16,18,5.38
9-Oct-16,19,12.34
9-Oct-16,20,15.44
9-Oct-16,21,8.9
9-Oct-16,22,15.5
9-Oct-16,23,11.55
9-Oct-16,24,4.69
10-Oct-16,1,5.33
10-Oct-16,2,4.15
10-Oct-16,3,0
10-Oct-16,4,0
10-Oct-16,5,-0.26
10-Oct-16,6,0.93
10-Oct-16,7,-0.34
10-Oct-16,8,-0.29
10-Oct-16,9,-2
10-Oct-16,10,-0.51
10-Oct-16,11,-1.57
10-Oct-16,12,-0.77
10-Oct-16,13,4
10-Oct-16,14,5.8
10-Oct-16,15,5.97
10-Oct-16,16,21.11
10-Oct-16,17,19.01
10-Oct-16,18,44.83
10-Oct-16,19,46.09
10-Oct-16,20,8.83
10-Oct-16,21,8.45
10-Oct-16,22,12.32
10-Oct-16,23,3.66
10-Oct-16,24,0
11-Oct-16,1,-0.02
11-Oct-16,2,0
11-Oct-16,3,0
11-Oct-16,4,0
11-Oct-16,5,-1.59
11-Oct-16,6,3.35
11-Oct-16,7,20.61
11-Oct-16,8,5.73
11-Oct-16,9,10.2
11-Oct-16,10,12.74
11-Oct-16,11,5.88
11-Oct-16,12,5.49
11-Oct-16,13,6.07
11-Oct-16,14,9.51
11-Oct-16,15,28.18
11-Oct-16,16,28.91
11-Oct-16,17,25.19
11-Oct-16,18,31.75
11-Oct-16,19,29.58
11-Oct-16,20,20.33
11-Oct-16,21,15.41
11-Oct-16,22,7.46
11-Oct-16,23,2.24
11-Oct-16,24,-0.5
12-Oct-16,1,-1.13
12-Oct-16,2,-1.05
12-Oct-16,3,-3
12-Oct-16,4,-1.55
12-Oct-16,5,-2.09
12-Oct-16,6,3.62
12-Oct-16,7,7.71
12-Oct-16,8,5.21
12-Oct-16,9,5.54
12-Oct-16,10,0
12-Oct-16,11,0
12-Oct-16,12,0
12-Oct-16,13,0
12-Oct-16,14,0
12-Oct-16,15,0
12-Oct-16,16,2.59
12-Oct-16,17,3.47
12-Oct-16,18,3.69
12-Oct-16,19,4.86
12-Oct-16,20,3.02
12-Oct-16,21,1.39
12-Oct-16,22,0
12-Oct-16,23,-0.5
12-Oct-16,24,-0.5
13-Oct-16,1,-3
13-Oct-16,2,-3
13-Oct-16,3,-3.08
13-Oct-16,4,-3
13-Oct-16,5,-0.5
13-Oct-16,6,0.47
13-Oct-16,7,5.67
13-Oct-16,8,8.85
13-Oct-16,9,9.48
13-Oct-16,10,5.97
13-Oct-16,11,3.83
13-Oct-16,12,1.19
13-Oct-16,13,5.14
13-Oct-16,14,1.68
13-Oct-16,15,3.04
13-Oct-16,16,3.3
13-Oct-16,17,7.56
13-Oct-16,18,33.31
13-Oct-16,19,43.74
13-Oct-16,20,54.2
13-Oct-16,21,16.2
13-Oct-16,22,27.51
13-Oct-16,23,32.99
13-Oct-16,24,8.26
14-Oct-16,1,8.78
14-Oct-16,2,6.03
14-Oct-16,3,4.94
14-Oct-16,4,5.63
14-Oct-16,5,10.07
14-Oct-16,6,27.47
14-Oct-16,7,46.34
14-Oct-16,8,12.55
14-Oct-16,9,12.35
14-Oct-16,10,37.32
14-Oct-16,11,13.89
14-Oct-16,12,5.91
14-Oct-16,13,19.97
14-Oct-16,14,6.05
14-Oct-16,15,6.01
14-Oct-16,16,11.58
14-Oct-16,17,27.26
14-Oct-16,18,18.87
14-Oct-16,19,13.33
14-Oct-16,20,10.83
14-Oct-16,21,8.61
14-Oct-16,22,11.61
14-Oct-16,23,20.88
14-Oct-16,24,6.47
15-Oct-16,1,1.28
15-Oct-16,2,0
15-Oct-16,3,0
15-Oct-16,4,0
15-Oct-16,5,0
15-Oct-16,6,5.15
15-Oct-16,7,5.98
15-Oct-16,8,12.98
15-Oct-16,9,33.88
15-Oct-16,10,5.67
15-Oct-16,11,0
15-Oct-16,12,5.97
15-Oct-16,13,5.87
15-Oct-16,14,5.65
15-Oct-16,15,5.06
15-Oct-16,16,11.31
15-Oct-16,17,15.92
15-Oct-16,18,6.72
15-Oct-16,19,12.28
15-Oct-16,20,5.29
15-Oct-16,21,2.79
15-Oct-16,22,0.39
15-Oct-16,23,0
15-Oct-16,24,-1.79
16-Oct-16,1,-1.56
16-Oct-16,2,-2.04
16-Oct-16,3,-3
16-Oct-16,4,-3
16-Oct-16,5,-0.01
16-Oct-16,6,-3
16-Oct-16,7,0
16-Oct-16,8,0
16-Oct-16,9,1.7
16-Oct-16,10,3.56
16-Oct-16,11,6.54
16-Oct-16,12,18.63
16-Oct-16,13,34.23
16-Oct-16,14,15.23
16-Oct-16,15,17.29
16-Oct-16,16,21.89
16-Oct-16,17,27.13
16-Oct-16,18,31.65
16-Oct-16,19,31.05
16-Oct-16,20,30.48
16-Oct-16,21,26.42
16-Oct-16,22,20.34
16-Oct-16,23,10.81
16-Oct-16,24,9.53
17-Oct-16,1,6.02
17-Oct-16,2,5.96
17-Oct-16,3,5.91
17-Oct-16,4,4.26
17-Oct-16,5,1.95
17-Oct-16,6,16.65
17-Oct-16,7,25.22
17-Oct-16,8,26.14
17-Oct-16,9,29.02
17-Oct-16,10,28.94
17-Oct-16,11,28.02
17-Oct-16,12,24.9
17-Oct-16,13,5.95
17-Oct-16,14,5.72
17-Oct-16,15,9.66
17-Oct-16,16,22.31
17-Oct-16,17,32.1
17-Oct-16,18,27.81
17-Oct-16,19,7.07
17-Oct-16,20,5.43
17-Oct-16,21,5.58
17-Oct-16,22,1.38
17-Oct-16,23,0.48
17-Oct-16,24,0
18-Oct-16,1,0
18-Oct-16,2,0
18-Oct-16,3,-0.27
18-Oct-16,4,-0.51
18-Oct-16,5,-0.5
18-Oct-16,6,0
18-Oct-16,7,10.35
18-Oct-16,8,3.01
18-Oct-16,9,5.66
18-Oct-16,10,1.61
18-Oct-16,11,4.37
18-Oct-16,12,5.89
18-Oct-16,13,5.84
18-Oct-16,14,12.28
18-Oct-16,15,18.13
18-Oct-16,16,23.04
18-Oct-16,17,25.67
18-Oct-16,18,29.13
18-Oct-16,19,30.1
18-Oct-16,20,29.58
18-Oct-16,21,27.65
18-Oct-16,22,18.1
18-Oct-16,23,8.54
18-Oct-16,24,6.76
19-Oct-16,1,5.51
19-Oct-16,2,4.76
19-Oct-16,3,14.02
19-Oct-16,4,8.9
19-Oct-16,5,21.52
19-Oct-16,6,32.37
19-Oct-16,7,34.23
19-Oct-16,8,31.58
19-Oct-16,9,29.46
19-Oct-16,10,29.19
19-Oct-16,11,21.07
19-Oct-16,12,22.78
19-Oct-16,13,21.07
19-Oct-16,14,16.79
19-Oct-16,15,19.47
19-Oct-16,16,32.04
19-Oct-16,17,35.03
19-Oct-16,18,34.63
19-Oct-16,19,34.92
19-Oct-16,20,32.9
19-Oct-16,21,30.45
19-Oct-16,22,26.65
19-Oct-16,23,15.6
19-Oct-16,24,14.23
20-Oct-16,1,17.06
20-Oct-16,2,34.26
20-Oct-16,3,13.67
20-Oct-16,4,10.21
20-Oct-16,5,5.51
20-Oct-16,6,25.3
20-Oct-16,7,29.8
20-Oct-16,8,27.22
20-Oct-16,9,29.69
20-Oct-16,10,30.44
20-Oct-16,11,29.59
20-Oct-16,12,26.28
20-Oct-16,13,25.31
20-Oct-16,14,29.12
20-Oct-16,15,29.23
20-Oct-16,16,29.2
20-Oct-16,17,27.16
20-Oct-16,18,26.66
20-Oct-16,19,27.07
20-Oct-16,20,20.57
20-Oct-16,21,16.67
20-Oct-16,22,12.39
20-Oct-16,23,5.66
20-Oct-16,24,0
21-Oct-16,1,0
21-Oct-16,2,-1
21-Oct-16,3,-3
21-Oct-16,4,-3
21-Oct-16,5,-1
21-Oct-16,6,2.24
21-Oct-16,7,12.41
21-Oct-16,8,18.32
21-Oct-16,9,10.69
21-Oct-16,10,6.01
21-Oct-16,11,14.52
21-Oct-16,12,5.91
21-Oct-16,13,3.31
21-Oct-16,14,3.69
21-Oct-16,15,0
21-Oct-16,16,4.26
21-Oct-16,17,1.61
21-Oct-16,18,5.75
21-Oct-16,19,6.64
21-Oct-16,20,6.05
21-Oct-16,21,5.32
21-Oct-16,22,2.17
21-Oct-16,23,0.39
21-Oct-16,24,0
22-Oct-16,1,-1.02
22-Oct-16,2,-3
22-Oct-16,3,-3
22-Oct-16,4,-3
22-Oct-16,5,-3
22-Oct-16,6,-0.02
22-Oct-16,7,0
22-Oct-16,8,3.34
22-Oct-16,9,1.99
22-Oct-16,10,0
22-Oct-16,11,0
22-Oct-16,12,0
22-Oct-16,13,0
22-Oct-16,14,0
22-Oct-16,15,0
22-Oct-16,16,2.18
22-Oct-16,17,6.54
22-Oct-16,18,17.38
22-Oct-16,19,46.84
22-Oct-16,20,60.45
22-Oct-16,21,9.14
22-Oct-16,22,6.52
22-Oct-16,23,3.39
22-Oct-16,24,0.89
23-Oct-16,1,0
23-Oct-16,2,0
23-Oct-16,3,0
23-Oct-16,4,0
23-Oct-16,5,0
23-Oct-16,6,4.02
23-Oct-16,7,5.97
23-Oct-16,8,3.41
23-Oct-16,9,5.56
23-Oct-16,10,5.22
23-Oct-16,11,5.98
23-Oct-16,12,5.03
23-Oct-16,13,4.07
23-Oct-16,14,1.98
23-Oct-16,15,5.14
23-Oct-16,16,23.14
23-Oct-16,17,91.03
23-Oct-16,18,209.31
23-Oct-16,19,256.88
23-Oct-16,20,143.87
23-Oct-16,21,-1.5
23-Oct-16,22,-2
23-Oct-16,23,-3
23-Oct-16,24,-0.77
24-Oct-16,1,-0.76
24-Oct-16,2,-3.25
24-Oct-16,3,-3
24-Oct-16,4,-3
24-Oct-16,5,-1.5
24-Oct-16,6,1.26
24-Oct-16,7,5.59
24-Oct-16,8,1.58
24-Oct-16,9,0.4
24-Oct-16,10,0
24-Oct-16,11,0
24-Oct-16,12,0
24-Oct-16,13,0
24-Oct-16,14,0
24-Oct-16,15,0
24-Oct-16,16,3.28
24-Oct-16,17,5.15
24-Oct-16,18,32.13
24-Oct-16,19,22.46
24-Oct-16,20,13.83
24-Oct-16,21,1.36
24-Oct-16,22,-0.61
24-Oct-16,23,-0.5
24-Oct-16,24,-0.77
25-Oct-16,1,-2.25
25-Oct-16,2,-1.77
25-Oct-16,3,-3.08
25-Oct-16,4,-3.08
25-Oct-16,5,-1.27
25-Oct-16,6,8.37
25-Oct-16,7,17.94
25-Oct-16,8,20.68
25-Oct-16,9,9.58
25-Oct-16,10,4.59
25-Oct-16,11,2.2
25-Oct-16,12,4.92
25-Oct-16,13,0
25-Oct-16,14,1.59
25-Oct-16,15,7.47
25-Oct-16,16,8.78
25-Oct-16,17,20.95
25-Oct-16,18,25.09
25-Oct-16,19,26.29
25-Oct-16,20,24.02
25-Oct-16,21,24.12
25-Oct-16,22,14.97
25-Oct-16,23,7.84
25-Oct-16,24,4.77
26-Oct-16,1,4.96
26-Oct-16,2,5.17
26-Oct-16,3,4.94
26-Oct-16,4,1.4
26-Oct-16,5,4.24
26-Oct-16,6,22.97
26-Oct-16,7,24.88
26-Oct-16,8,27.78
26-Oct-16,9,22.16
26-Oct-16,10,26.67
26-Oct-16,11,27.44
26-Oct-16,12,25.68
26-Oct-16,13,27.48
26-Oct-16,14,28.01
26-Oct-16,15,26.4
26-Oct-16,16,19.04
26-Oct-16,17,21.14
26-Oct-16,18,18.72
26-Oct-16,19,6.91
26-Oct-16,20,0.87
26-Oct-16,21,2.72
26-Oct-16,22,5.56
26-Oct-16,23,0.48
26-Oct-16,24,0
27-Oct-16,1,0
27-Oct-16,2,-0.5
27-Oct-16,3,-0.75
27-Oct-16,4,-2.52
27-Oct-16,5,-1.02
27-Oct-16,6,17.72
27-Oct-16,7,26.91
27-Oct-16,8,30.81
27-Oct-16,9,29.78
27-Oct-16,10,29.17
27-Oct-16,11,31.36
27-Oct-16,12,28.87
27-Oct-16,13,28.79
27-Oct-16,14,28.59
27-Oct-16,15,30.77
27-Oct-16,16,36.44
27-Oct-16,17,29.05
27-Oct-16,18,64.19
27-Oct-16,19,110.03
27-Oct-16,20,28.18
27-Oct-16,21,29.06
27-Oct-16,22,16.94
27-Oct-16,23,17.63
27-Oct-16,24,12.33
28-Oct-16,1,12.97
28-Oct-16,2,13.68
28-Oct-16,3,8.95
28-Oct-16,4,6.23
28-Oct-16,5,17.69
28-Oct-16,6,26.92
28-Oct-16,7,39.06
28-Oct-16,8,31.09
28-Oct-16,9,29.76
28-Oct-16,10,28.22
28-Oct-16,11,28.28
28-Oct-16,12,23.58
28-Oct-16,13,24.9
28-Oct-16,14,21.4
28-Oct-16,15,21.1
28-Oct-16,16,13.82
28-Oct-16,17,19.56
28-Oct-16,18,15.33
28-Oct-16,19,13.79
28-Oct-16,20,1.83
28-Oct-16,21,3.18
28-Oct-16,22,0
28-Oct-16,23,-0.25
28-Oct-16,24,-1
29-Oct-16,1,-3
29-Oct-16,2,-3
29-Oct-16,3,-3
29-Oct-16,4,-3
29-Oct-16,5,-3
29-Oct-16,6,-2.75
29-Oct-16,7,-0.02
29-Oct-16,8,0
29-Oct-16,9,0.4
29-Oct-16,10,1.19
29-Oct-16,11,5.11
29-Oct-16,12,5.29
29-Oct-16,13,4.59
29-Oct-16,14,7.35
29-Oct-16,15,12.32
29-Oct-16,16,16.63
29-Oct-16,17,8.82
29-Oct-16,18,12.33
29-Oct-16,19,12.43
29-Oct-16,20,17.71
29-Oct-16,21,19.87
29-Oct-16,22,13.97
29-Oct-16,23,10.23
29-Oct-16,24,12.38
30-Oct-16,1,6.52
30-Oct-16,2,16.54
30-Oct-16,3,14.36
30-Oct-16,4,15.05
30-Oct-16,5,5.54
30-Oct-16,6,9.43
30-Oct-16,7,30.97
30-Oct-16,8,20.41
30-Oct-16,9,11.59
30-Oct-16,10,26.91
30-Oct-16,11,31.32
30-Oct-16,12,6.24
30-Oct-16,13,12.5
30-Oct-16,14,12.2
30-Oct-16,15,14.84
30-Oct-16,16,18.73
30-Oct-16,17,13
30-Oct-16,18,21.54
30-Oct-16,19,25.22
30-Oct-16,20,25.96
30-Oct-16,21,24.02
30-Oct-16,22,24.33
30-Oct-16,23,25.5
30-Oct-16,24,22.75
31-Oct-16,1,31.94
31-Oct-16,2,21.4
31-Oct-16,3,23.46
31-Oct-16,4,21.82
31-Oct-16,5,22.47
31-Oct-16,6,28.97
31-Oct-16,7,27.21
31-Oct-16,8,23.47
31-Oct-16,9,24.53
31-Oct-16,10,24.26
31-Oct-16,11,22.44
31-Oct-16,12,24.26
31-Oct-16,13,24.33
31-Oct-16,14,21.27
31-Oct-16,15,23.5
31-Oct-16,16,20.39
31-Oct-16,17,24.9
31-Oct-16,18,24.14
31-Oct-16,19,23.42
31-Oct-16,20,13.44
31-Oct-16,21,8.91
31-Oct-16,22,2.27
31-Oct-16,23,0
31-Oct-16,24,-2.54
1-Nov-16,1,-2.04
1-Nov-16,2,-1.84
1-Nov-16,3,-3
1-Nov-16,4,0
1-Nov-16,5,-0.25
1-Nov-16,6,3.44
1-Nov-16,7,9.83
1-Nov-16,8,4.81
1-Nov-16,9,5.67
1-Nov-16,10,0.4
1-Nov-16,11,1.19
1-Nov-16,12,0
1-Nov-16,13,5.88
1-Nov-16,14,5.93
1-Nov-16,15,12.27
1-Nov-16,16,15.55
1-Nov-16,17,25.37
1-Nov-16,18,26.47
1-Nov-16,19,23.94
1-Nov-16,20,12.97
1-Nov-16,21,4.93
1-Nov-16,22,2.79
1-Nov-16,23,0
1-Nov-16,24,-0.5
2-Nov-16,1,-3.08
2-Nov-16,2,-3.17
2-Nov-16,3,-3.85
2-Nov-16,4,-4.12
2-Nov-16,5,-3.99
2-Nov-16,6,16.47
2-Nov-16,7,39.72
2-Nov-16,8,27.12
2-Nov-16,9,27.57
2-Nov-16,10,26
2-Nov-16,11,28.82
2-Nov-16,12,16.59
2-Nov-16,13,28.53
2-Nov-16,14,23.17
2-Nov-16,15,30.04
2-Nov-16,16,33.31
2-Nov-16,17,30.23
2-Nov-16,18,30.63
2-Nov-16,19,31.94
2-Nov-16,20,28.51
2-Nov-16,21,30.73
2-Nov-16,22,29.08
2-Nov-16,23,22.73
2-Nov-16,24,31.03
3-Nov-16,1,14.17
3-Nov-16,2,8.39
3-Nov-16,3,4.71
3-Nov-16,4,0.52
3-Nov-16,5,-0.34
3-Nov-16,6,12.91
3-Nov-16,7,41.97
3-Nov-16,8,35.3
3-Nov-16,9,22.63
3-Nov-16,10,22.64
3-Nov-16,11,17.87
3-Nov-16,12,14.44
3-Nov-16,13,20.55
3-Nov-16,14,21.67
3-Nov-16,15,20.83
3-Nov-16,16,21.92
3-Nov-16,17,23.72
3-Nov-16,18,24.92
3-Nov-16,19,26.85
3-Nov-16,20,25.14
3-Nov-16,21,19.26
3-Nov-16,22,18.87
3-Nov-16,23,18.34
3-Nov-16,24,10.15
4-Nov-16,1,4.32
4-Nov-16,2,5.7
4-Nov-16,3,5.34
4-Nov-16,4,4.1
4-Nov-16,5,6.81
4-Nov-16,6,32.4
4-Nov-16,7,63.52
4-Nov-16,8,22.95
4-Nov-16,9,24.34
4-Nov-16,10,28.74
4-Nov-16,11,17.66
4-Nov-16,12,5.96
4-Nov-16,13,5.41
4-Nov-16,14,7.84
4-Nov-16,15,14.63
4-Nov-16,16,17.46
4-Nov-16,17,20.6
4-Nov-16,18,24.37
4-Nov-16,19,23.13
4-Nov-16,20,18.19
4-Nov-16,21,12.28
4-Nov-16,22,3.41
4-Nov-16,23,1.6
4-Nov-16,24,0
5-Nov-16,1,-0.01
5-Nov-16,2,-1.26
5-Nov-16,3,-3.08
5-Nov-16,4,-3.83
5-Nov-16,5,-3
5-Nov-16,6,-1.29
5-Nov-16,7,5.83
5-Nov-16,8,6.96
5-Nov-16,9,5.84
5-Nov-16,10,6.96
5-Nov-16,11,19.06
5-Nov-16,12,14.92
5-Nov-16,13,11.78
5-Nov-16,14,4.29
5-Nov-16,15,5.94
5-Nov-16,16,10.69
5-Nov-16,17,18.38
5-Nov-16,18,29.42
5-Nov-16,19,18.82
5-Nov-16,20,18.38
5-Nov-16,21,17.25
5-Nov-16,22,16.26
5-Nov-16,23,4.73
5-Nov-16,24,-0.52
6-Nov-16,1,-3.25
6-Nov-16,2,-3.92
6-Nov-16,3,-4.1
6-Nov-16,4,-4
6-Nov-16,5,-4
6-Nov-16,6,-1.84
6-Nov-16,7,0.56
6-Nov-16,8,5.21
6-Nov-16,9,13.12
6-Nov-16,10,9.83
6-Nov-16,11,5.93
6-Nov-16,12,1.56
6-Nov-16,13,5.9
6-Nov-16,14,5.7
6-Nov-16,15,8.84
6-Nov-16,16,16.83
6-Nov-16,17,21.91
6-Nov-16,18,25.52
6-Nov-16,19,22.72
6-Nov-16,20,19.97
6-Nov-16,21,14.26
6-Nov-16,22,14.51
6-Nov-16,23,6.01
6-Nov-16,24,1.44
7-Nov-16,1,-0.5
7-Nov-16,2,-0.5
7-Nov-16,3,-0.78
7-Nov-16,4,-0.78
7-Nov-16,5,-3.08
7-Nov-16,6,-0.25
7-Nov-16,7,13.16
7-Nov-16,8,21.02
7-Nov-16,9,21.69
7-Nov-16,10,23.22
7-Nov-16,11,30.44
7-Nov-16,12,21.42
7-Nov-16,13,21.06
7-Nov-16,14,21.05
7-Nov-16,15,20.45
7-Nov-16,16,21.04
7-Nov-16,17,24.46
7-Nov-16,18,25.09
7-Nov-16,19,36.18
7-Nov-16,20,26.01
7-Nov-16,21,25.23
7-Nov-16,22,22.63
7-Nov-16,23,18.67
7-Nov-16,24,7.73
8-Nov-16,1,0
8-Nov-16,2,-0.5
8-Nov-16,3,-0.75
8-Nov-16,4,-0.02
8-Nov-16,5,0
8-Nov-16,6,3.25
8-Nov-16,7,15.38
8-Nov-16,8,14.37
8-Nov-16,9,37.76
8-Nov-16,10,31.66
8-Nov-16,11,48.5
8-Nov-16,12,11.53
8-Nov-16,13,10.13
8-Nov-16,14,2.95
8-Nov-16,15,6.01
8-Nov-16,16,18.3
8-Nov-16,17,22.67
8-Nov-16,18,38.88
8-Nov-16,19,24.77
8-Nov-16,20,22.77
8-Nov-16,21,18.76
8-Nov-16,22,14.39
8-Nov-16,23,15.29
8-Nov-16,24,7.02
9-Nov-16,1,0
9-Nov-16,2,0
9-Nov-16,3,-0.51
9-Nov-16,4,-1.32
9-Nov-16,5,-3
9-Nov-16,6,-0.25
9-Nov-16,7,7.83
9-Nov-16,8,14.36
9-Nov-16,9,15.08
9-Nov-16,10,5.94
9-Nov-16,11,5.73
9-Nov-16,12,2.02
9-Nov-16,13,0
9-Nov-16,14,0
9-Nov-16,15,-0.25
9-Nov-16,16,10.52
9-Nov-16,17,23.7
9-Nov-16,18,70.98
9-Nov-16,19,51.38
9-Nov-16,20,27.15
9-Nov-16,21,27.71
9-Nov-16,22,28.33
9-Nov-16,23,25.01
9-Nov-16,24,21.29
10-Nov-16,1,19.95
10-Nov-16,2,4.55
10-Nov-16,3,0
10-Nov-16,4,0
10-Nov-16,5,0
10-Nov-16,6,0
10-Nov-16,7,3.85
10-Nov-16,8,12.33
10-Nov-16,9,2.32
10-Nov-16,10,0
