Date,Hour,Total Market Demand,Ontario Demand
01-Jan-16,1,16767,13417
01-Jan-16,2,16751,12968
01-Jan-16,3,16319,12395
01-Jan-16,4,16148,12228
01-Jan-16,5,16054,12116
01-Jan-16,6,16100,12257
01-Jan-16,7,16416,12528
01-Jan-16,8,16711,12820
01-Jan-16,9,16688,12986
01-Jan-16,10,17066,13569
01-Jan-16,11,17598,13965
01-Jan-16,12,17943,14215
01-Jan-16,13,18289,14443
01-Jan-16,14,18586,14733
01-Jan-16,15,18373,14907
01-Jan-16,16,18374,14981
01-Jan-16,17,18963,15763
01-Jan-16,18,20100,16979
01-Jan-16,19,19972,16859
01-Jan-16,20,19554,16552
01-Jan-16,21,19137,16165
01-Jan-16,22,18814,15701
01-Jan-16,23,17782,14866
01-Jan-16,24,17442,14023
02-Jan-16,1,17064,13251
02-Jan-16,2,16789,12844
02-Jan-16,3,16564,12673
02-Jan-16,4,16312,12473
02-Jan-16,5,16479,12468
02-Jan-16,6,16481,12644
02-Jan-16,7,16962,13064
02-Jan-16,8,17143,13780
02-Jan-16,9,17560,14305
02-Jan-16,10,18248,15068
02-Jan-16,11,18700,15536
02-Jan-16,12,18835,15852
02-Jan-16,13,18853,16059
02-Jan-16,14,18348,15750
02-Jan-16,15,18418,15564
02-Jan-16,16,18679,15571
02-Jan-16,17,19226,16207
02-Jan-16,18,20347,17163
02-Jan-16,19,20289,17100
02-Jan-16,20,19972,16710
02-Jan-16,21,19054,16124
02-Jan-16,22,18972,15699
02-Jan-16,23,18312,14983
02-Jan-16,24,17878,14164
03-Jan-16,1,17408,13432
03-Jan-16,2,16592,12916
03-Jan-16,3,16499,12588
03-Jan-16,4,16362,12450
03-Jan-16,5,16319,12443
03-Jan-16,6,16512,12624
03-Jan-16,7,16929,12973
03-Jan-16,8,17351,13613
03-Jan-16,9,17314,14155
03-Jan-16,10,17773,14696
03-Jan-16,11,18412,15182
03-Jan-16,12,18480,15434
03-Jan-16,13,18720,15650
03-Jan-16,14,18524,15533
03-Jan-16,15,18463,15602
03-Jan-16,16,18645,15748
03-Jan-16,17,19743,16863
03-Jan-16,18,21242,18423
03-Jan-16,19,21258,18512
03-Jan-16,20,21009,18316
03-Jan-16,21,20191,18006
03-Jan-16,22,19909,17347
03-Jan-16,23,19138,16606
03-Jan-16,24,18275,15533
04-Jan-16,1,17965,14809
04-Jan-16,2,17629,14480
04-Jan-16,3,17406,14295
04-Jan-16,4,17184,14213
04-Jan-16,5,17536,14435
04-Jan-16,6,18269,15147
04-Jan-16,7,19542,16532
04-Jan-16,8,21171,18240
04-Jan-16,9,21362,18522
04-Jan-16,10,21695,18225
04-Jan-16,11,21213,17912
04-Jan-16,12,21218,17733
04-Jan-16,13,20870,17597
04-Jan-16,14,21146,17619
04-Jan-16,15,21192,17758
04-Jan-16,16,21706,18327
04-Jan-16,17,22939,19437
04-Jan-16,18,24010,20820
04-Jan-16,19,23703,20836
04-Jan-16,20,23102,20502
04-Jan-16,21,23028,20255
04-Jan-16,22,22404,19533
04-Jan-16,23,21205,18358
04-Jan-16,24,19817,17238
05-Jan-16,1,19386,16429
05-Jan-16,2,19071,15996
05-Jan-16,3,19015,15916
05-Jan-16,4,18882,15878
05-Jan-16,5,18859,15947
05-Jan-16,6,20075,16466
05-Jan-16,7,21834,17974
05-Jan-16,8,22913,19374
05-Jan-16,9,23441,19356
05-Jan-16,10,22903,18899
05-Jan-16,11,22889,18547
05-Jan-16,12,22431,18080
05-Jan-16,13,21288,17610
05-Jan-16,14,20761,17456
05-Jan-16,15,20746,17516
05-Jan-16,16,21220,18038
05-Jan-16,17,22494,19311
05-Jan-16,18,23364,20277
05-Jan-16,19,23629,20202
05-Jan-16,20,23262,19893
05-Jan-16,21,22462,19445
05-Jan-16,22,21746,18648
05-Jan-16,23,20463,17341
05-Jan-16,24,18834,16055
06-Jan-16,1,18164,15187
06-Jan-16,2,17916,14784
06-Jan-16,3,17921,14522
06-Jan-16,4,17944,14476
06-Jan-16,5,17898,14586
06-Jan-16,6,18240,15148
06-Jan-16,7,19457,16504
06-Jan-16,8,21644,18112
06-Jan-16,9,21583,18213
06-Jan-16,10,20947,17600
06-Jan-16,11,20417,17234
06-Jan-16,12,20044,16927
06-Jan-16,13,19796,16619
06-Jan-16,14,20216,16678
06-Jan-16,15,20289,16707
06-Jan-16,16,20416,16869
06-Jan-16,17,21450,18146
06-Jan-16,18,22628,19353
06-Jan-16,19,22286,19400
06-Jan-16,20,22086,19105
06-Jan-16,21,21468,18731
06-Jan-16,22,20966,17971
06-Jan-16,23,20030,16841
06-Jan-16,24,18766,15669
07-Jan-16,1,17925,14795
07-Jan-16,2,17477,14398
07-Jan-16,3,17506,14210
07-Jan-16,4,17330,14198
07-Jan-16,5,17561,14356
07-Jan-16,6,18298,15122
07-Jan-16,7,19402,16439
07-Jan-16,8,20710,18000
07-Jan-16,9,20873,17989
07-Jan-16,10,20476,17460
07-Jan-16,11,20463,17154
07-Jan-16,12,20337,17075
07-Jan-16,13,20063,16841
07-Jan-16,14,19922,16657
07-Jan-16,15,20161,16832
07-Jan-16,16,20342,17142
07-Jan-16,17,20893,18087
07-Jan-16,18,21801,19131
07-Jan-16,19,21920,19211
07-Jan-16,20,21940,18958
07-Jan-16,21,21576,18591
07-Jan-16,22,20690,17832
07-Jan-16,23,19625,16564
07-Jan-16,24,18367,15403
08-Jan-16,1,17846,14684
08-Jan-16,2,17379,14114
08-Jan-16,3,17334,13994
08-Jan-16,4,17339,13986
08-Jan-16,5,17507,14133
08-Jan-16,6,17588,14624
08-Jan-16,7,18914,16024
08-Jan-16,8,20228,17529
08-Jan-16,9,20360,17727
08-Jan-16,10,20107,17550
08-Jan-16,11,20171,17523
08-Jan-16,12,20015,17427
08-Jan-16,13,19769,17308
08-Jan-16,14,19934,17384
08-Jan-16,15,19841,17296
08-Jan-16,16,20025,17413
08-Jan-16,17,20731,17963
08-Jan-16,18,21291,18801
08-Jan-16,19,21578,18689
08-Jan-16,20,21318,18526
08-Jan-16,21,21049,18054
08-Jan-16,22,20508,17492
08-Jan-16,23,19267,16343
08-Jan-16,24,17841,14973
09-Jan-16,1,17204,14235
09-Jan-16,2,16935,13547
09-Jan-16,3,16624,13157
09-Jan-16,4,16523,12976
09-Jan-16,5,16564,12885
09-Jan-16,6,16751,13137
09-Jan-16,7,16884,13460
09-Jan-16,8,17291,14239
09-Jan-16,9,18551,15186
09-Jan-16,10,19057,15772
09-Jan-16,11,19085,16164
09-Jan-16,12,19186,16377
09-Jan-16,13,19218,16432
09-Jan-16,14,18921,16235
09-Jan-16,15,19227,16220
09-Jan-16,16,19253,16313
09-Jan-16,17,19731,16845
09-Jan-16,18,20159,17628
09-Jan-16,19,20193,17574
09-Jan-16,20,19638,16880
09-Jan-16,21,18987,16215
09-Jan-16,22,18378,15522
09-Jan-16,23,17681,14844
09-Jan-16,24,17261,14031
10-Jan-16,1,16722,13297
10-Jan-16,2,16258,12752
10-Jan-16,3,16201,12486
10-Jan-16,4,16189,12401
10-Jan-16,5,16348,12346
10-Jan-16,6,16555,12653
10-Jan-16,7,17001,13241
10-Jan-16,8,17155,13957
10-Jan-16,9,17029,14330
10-Jan-16,10,17811,15001
10-Jan-16,11,18620,15696
10-Jan-16,12,18814,16008
10-Jan-16,13,18890,16100
10-Jan-16,14,18867,16004
10-Jan-16,15,18947,15964
10-Jan-16,16,19319,16319
10-Jan-16,17,20197,17352
10-Jan-16,18,21342,18498
10-Jan-16,19,21159,18386
10-Jan-16,20,20465,17771
10-Jan-16,21,20205,17429
10-Jan-16,22,19530,16713
10-Jan-16,23,18947,15967
10-Jan-16,24,18405,15138
11-Jan-16,1,17719,14459
11-Jan-16,2,17017,14070
11-Jan-16,3,16956,13990
11-Jan-16,4,17060,14091
11-Jan-16,5,17948,14465
11-Jan-16,6,18345,15214
11-Jan-16,7,19797,16653
11-Jan-16,8,21327,18165
11-Jan-16,9,21246,18164
11-Jan-16,10,20747,17840
11-Jan-16,11,20682,17709
11-Jan-16,12,20885,17857
11-Jan-16,13,20582,17626
11-Jan-16,14,21088,17781
11-Jan-16,15,21066,17767
11-Jan-16,16,21288,18175
11-Jan-16,17,21844,19224
11-Jan-16,18,22696,20347
11-Jan-16,19,22783,20494
11-Jan-16,20,22812,20314
11-Jan-16,21,22576,19938
11-Jan-16,22,21789,19109
11-Jan-16,23,20831,17982
11-Jan-16,24,19282,16643
12-Jan-16,1,18965,15705
12-Jan-16,2,18718,15365
12-Jan-16,3,18606,15204
12-Jan-16,4,18800,15039
12-Jan-16,5,18800,15003
12-Jan-16,6,18957,15616
12-Jan-16,7,19941,16899
12-Jan-16,8,21557,18563
12-Jan-16,9,21747,18699
12-Jan-16,10,21925,18575
12-Jan-16,11,21803,18480
12-Jan-16,12,21864,18512
12-Jan-16,13,21554,18312
12-Jan-16,14,21614,18262
12-Jan-16,15,21653,18271
12-Jan-16,16,21766,18369
12-Jan-16,17,22499,19022
12-Jan-16,18,23615,20144
12-Jan-16,19,23542,20186
12-Jan-16,20,23398,19925
12-Jan-16,21,22978,19507
12-Jan-16,22,21787,18705
12-Jan-16,23,20573,17577
12-Jan-16,24,19496,16441
13-Jan-16,1,18505,15475
13-Jan-16,2,18666,15036
13-Jan-16,3,18721,14900
13-Jan-16,4,18761,14953
13-Jan-16,5,18925,15103
13-Jan-16,6,18923,15821
13-Jan-16,7,20146,17257
13-Jan-16,8,21165,18625
13-Jan-16,9,21576,18819
13-Jan-16,10,21260,18600
13-Jan-16,11,21163,18332
13-Jan-16,12,21395,18230
13-Jan-16,13,21199,17889
13-Jan-16,14,21061,17891
13-Jan-16,15,21162,17884
13-Jan-16,16,21469,18327
13-Jan-16,17,22295,19257
13-Jan-16,18,23602,20354
13-Jan-16,19,23705,20354
13-Jan-16,20,23427,20101
13-Jan-16,21,22781,19682
13-Jan-16,22,22003,18983
13-Jan-16,23,20912,17845
13-Jan-16,24,19750,16624
14-Jan-16,1,18753,15831
14-Jan-16,2,18431,15520
14-Jan-16,3,18363,15365
14-Jan-16,4,18472,15369
14-Jan-16,5,18620,15469
14-Jan-16,6,19066,15963
14-Jan-16,7,20362,17294
14-Jan-16,8,21494,18813
14-Jan-16,9,21948,18980
14-Jan-16,10,21651,18947
14-Jan-16,11,21536,18762
14-Jan-16,12,21531,18579
14-Jan-16,13,20805,18245
14-Jan-16,14,20904,18123
14-Jan-16,15,20891,18091
14-Jan-16,16,21160,18359
14-Jan-16,17,21410,19066
14-Jan-16,18,22463,20091
14-Jan-16,19,22495,19996
14-Jan-16,20,21968,19800
14-Jan-16,21,21867,19432
14-Jan-16,22,21187,18737
14-Jan-16,23,20085,17535
14-Jan-16,24,18378,16055
15-Jan-16,1,17709,15398
15-Jan-16,2,17681,14906
15-Jan-16,3,17513,14482
15-Jan-16,4,17599,14451
15-Jan-16,5,17601,14577
15-Jan-16,6,18408,15200
15-Jan-16,7,19122,16455
15-Jan-16,8,20729,17923
15-Jan-16,9,20985,18224
15-Jan-16,10,21188,18144
15-Jan-16,11,20971,18119
15-Jan-16,12,20993,18166
15-Jan-16,13,20867,17957
15-Jan-16,14,21092,17911
15-Jan-16,15,21164,17900
15-Jan-16,16,21255,17937
15-Jan-16,17,21285,18375
15-Jan-16,18,22048,19131
15-Jan-16,19,21736,19037
15-Jan-16,20,21563,18732
15-Jan-16,21,21034,18308
15-Jan-16,22,20336,17617
15-Jan-16,23,19258,16495
15-Jan-16,24,17951,15435
16-Jan-16,1,17670,14684
16-Jan-16,2,17246,14136
16-Jan-16,3,16914,13673
16-Jan-16,4,16663,13540
16-Jan-16,5,16889,13430
16-Jan-16,6,17036,13556
16-Jan-16,7,17436,14091
16-Jan-16,8,18261,14974
16-Jan-16,9,18754,15759
16-Jan-16,10,19699,16582
16-Jan-16,11,19715,16953
16-Jan-16,12,19179,17060
16-Jan-16,13,19227,16811
16-Jan-16,14,19048,16434
16-Jan-16,15,19078,16345
16-Jan-16,16,19363,16538
16-Jan-16,17,20070,17518
16-Jan-16,18,20695,18404
16-Jan-16,19,20789,18368
16-Jan-16,20,20224,17991
16-Jan-16,21,19826,17534
16-Jan-16,22,19303,16989
16-Jan-16,23,18373,16190
16-Jan-16,24,17787,15255
17-Jan-16,1,17251,14513
17-Jan-16,2,16972,14018
17-Jan-16,3,16858,13798
17-Jan-16,4,16712,13631
17-Jan-16,5,16763,13654
17-Jan-16,6,16768,13783
17-Jan-16,7,17356,14291
17-Jan-16,8,17843,14939
17-Jan-16,9,18207,15580
17-Jan-16,10,18741,16154
17-Jan-16,11,19141,16538
17-Jan-16,12,19187,16719
17-Jan-16,13,19616,16851
17-Jan-16,14,19497,16699
17-Jan-16,15,19744,16727
17-Jan-16,16,20094,16952
17-Jan-16,17,20741,17870
17-Jan-16,18,21880,18815
17-Jan-16,19,21907,19066
17-Jan-16,20,21243,18542
17-Jan-16,21,20682,18212
17-Jan-16,22,20401,17695
17-Jan-16,23,19508,16616
17-Jan-16,24,18647,15664
18-Jan-16,1,18119,15086
18-Jan-16,2,17863,14699
18-Jan-16,3,18025,14711
18-Jan-16,4,17984,14709
18-Jan-16,5,18166,14915
18-Jan-16,6,18829,15630
18-Jan-16,7,20017,17102
18-Jan-16,8,21504,18662
18-Jan-16,9,21575,18791
18-Jan-16,10,21521,18732
18-Jan-16,11,21233,18576
18-Jan-16,12,21501,18470
18-Jan-16,13,21717,18392
18-Jan-16,14,21590,18248
18-Jan-16,15,21592,18265
18-Jan-16,16,21772,18590
18-Jan-16,17,22079,19307
18-Jan-16,18,23441,20389
18-Jan-16,19,23593,20649
18-Jan-16,20,23506,20396
18-Jan-16,21,22673,20103
18-Jan-16,22,22142,19375
18-Jan-16,23,20426,18235
18-Jan-16,24,18947,16888
19-Jan-16,1,18433,16145
19-Jan-16,2,18392,15897
19-Jan-16,3,18392,15702
19-Jan-16,4,18270,15682
19-Jan-16,5,17930,15831
19-Jan-16,6,18655,16537
19-Jan-16,7,20272,17944
19-Jan-16,8,21766,19364
19-Jan-16,9,21678,19304
19-Jan-16,10,21459,19201
19-Jan-16,11,21320,18978
19-Jan-16,12,21239,18858
19-Jan-16,13,21334,18796
19-Jan-16,14,21155,18605
19-Jan-16,15,21294,18485
19-Jan-16,16,21271,18666
19-Jan-16,17,22361,19457
19-Jan-16,18,23288,20586
19-Jan-16,19,23392,20660
19-Jan-16,20,22911,20413
19-Jan-16,21,22636,20084
19-Jan-16,22,21559,19254
19-Jan-16,23,20018,18067
19-Jan-16,24,18465,16741
20-Jan-16,1,18036,16075
20-Jan-16,2,17402,15731
20-Jan-16,3,17460,15560
20-Jan-16,4,16479,15389
20-Jan-16,5,17297,15485
20-Jan-16,6,17286,16034
20-Jan-16,7,19558,17406
20-Jan-16,8,21702,19007
20-Jan-16,9,21936,19142
20-Jan-16,10,21322,18799
20-Jan-16,11,21494,18698
20-Jan-16,12,21351,18509
20-Jan-16,13,21171,18307
20-Jan-16,14,21000,18179
20-Jan-16,15,21004,18193
20-Jan-16,16,21184,18446
20-Jan-16,17,21753,19358
20-Jan-16,18,22539,20002
20-Jan-16,19,22731,20244
20-Jan-16,20,22531,19965
20-Jan-16,21,22108,19673
20-Jan-16,22,21367,18966
20-Jan-16,23,20157,17726
20-Jan-16,24,18703,16472
21-Jan-16,1,17829,15709
21-Jan-16,2,17668,15185
21-Jan-16,3,17523,14981
21-Jan-16,4,17476,15040
21-Jan-16,5,17596,15101
21-Jan-16,6,18271,15747
21-Jan-16,7,19821,17203
21-Jan-16,8,21446,18589
21-Jan-16,9,21514,18733
21-Jan-16,10,21295,18436
21-Jan-16,11,20899,18143
21-Jan-16,12,20616,17904
21-Jan-16,13,20478,17662
21-Jan-16,14,20477,17638
21-Jan-16,15,20498,17672
21-Jan-16,16,20693,17964
21-Jan-16,17,21293,18814
21-Jan-16,18,22701,19979
21-Jan-16,19,22797,19983
21-Jan-16,20,22479,19808
21-Jan-16,21,21979,19507
21-Jan-16,22,21305,18828
21-Jan-16,23,20112,17546
21-Jan-16,24,18735,16307
22-Jan-16,1,18151,15504
22-Jan-16,2,17759,15094
22-Jan-16,3,17475,14892
22-Jan-16,4,17466,14870
22-Jan-16,5,17693,14933
22-Jan-16,6,18256,15536
22-Jan-16,7,19451,16832
22-Jan-16,8,21410,18398
22-Jan-16,9,21279,18419
22-Jan-16,10,20938,18198
22-Jan-16,11,21150,18185
22-Jan-16,12,20694,17872
22-Jan-16,13,20443,17566
22-Jan-16,14,20442,17509
22-Jan-16,15,20430,17494
22-Jan-16,16,20614,17664
22-Jan-16,17,21192,18322
22-Jan-16,18,21935,19099
22-Jan-16,19,22249,19364
22-Jan-16,20,21921,19056
22-Jan-16,21,21605,18730
22-Jan-16,22,20712,18131
22-Jan-16,23,19808,17126
22-Jan-16,24,18653,15982
23-Jan-16,1,17841,15131
23-Jan-16,2,17450,14676
23-Jan-16,3,17159,14384
23-Jan-16,4,17020,14234
23-Jan-16,5,17162,14277
23-Jan-16,6,17330,14464
23-Jan-16,7,18042,15167
23-Jan-16,8,19115,16113
23-Jan-16,9,19665,16715
23-Jan-16,10,19515,16643
23-Jan-16,11,19335,16453
23-Jan-16,12,18945,16214
23-Jan-16,13,18939,16054
23-Jan-16,14,18715,15854
23-Jan-16,15,18762,15843
23-Jan-16,16,19096,16141
23-Jan-16,17,20047,17107
23-Jan-16,18,21298,18243
23-Jan-16,19,21936,18786
23-Jan-16,20,21497,18359
23-Jan-16,21,20802,17863
23-Jan-16,22,20027,17379
23-Jan-16,23,19221,16610
23-Jan-16,24,18344,15765
24-Jan-16,1,17841,15194
24-Jan-16,2,17528,14728
24-Jan-16,3,17225,14429
24-Jan-16,4,17144,14296
24-Jan-16,5,17247,14299
24-Jan-16,6,17394,14461
24-Jan-16,7,17686,14769
24-Jan-16,8,18584,15394
24-Jan-16,9,18860,15897
24-Jan-16,10,19260,16306
24-Jan-16,11,19459,16503
24-Jan-16,12,19520,16615
24-Jan-16,13,19590,16648
24-Jan-16,14,19574,16505
24-Jan-16,15,19435,16380
24-Jan-16,16,19704,16692
24-Jan-16,17,20600,17470
24-Jan-16,18,21574,18591
24-Jan-16,19,21645,18721
24-Jan-16,20,21343,18339
24-Jan-16,21,20812,17869
24-Jan-16,22,19722,17137
24-Jan-16,23,18817,16154
24-Jan-16,24,17752,15162
25-Jan-16,1,17083,14434
25-Jan-16,2,16834,14049
25-Jan-16,3,16690,13889
25-Jan-16,4,16698,13922
25-Jan-16,5,16813,14073
25-Jan-16,6,17688,14766
25-Jan-16,7,19062,16260
25-Jan-16,8,20866,17830
25-Jan-16,9,20884,17927
25-Jan-16,10,20764,17817
25-Jan-16,11,20638,17650
25-Jan-16,12,20380,17576
25-Jan-16,13,19898,17124
25-Jan-16,14,19805,17067
25-Jan-16,15,19676,16804
25-Jan-16,16,19774,16855
25-Jan-16,17,20634,17784
25-Jan-16,18,21633,18831
25-Jan-16,19,22075,19199
25-Jan-16,20,21769,18969
25-Jan-16,21,21062,18347
25-Jan-16,22,20091,17477
25-Jan-16,23,18837,16179
25-Jan-16,24,17936,15012
26-Jan-16,1,17302,14201
26-Jan-16,2,16474,13619
26-Jan-16,3,16692,13315
26-Jan-16,4,16720,13295
26-Jan-16,5,16877,13464
26-Jan-16,6,17155,14081
26-Jan-16,7,18166,15362
26-Jan-16,8,19918,16902
26-Jan-16,9,19945,17103
26-Jan-16,10,20026,17131
26-Jan-16,11,19990,17189
26-Jan-16,12,20173,17310
26-Jan-16,13,20306,17461
26-Jan-16,14,20474,17514
26-Jan-16,15,20359,17420
26-Jan-16,16,20308,17419
26-Jan-16,17,20751,18068
26-Jan-16,18,21637,18820
26-Jan-16,19,21439,18728
26-Jan-16,20,21452,18670
26-Jan-16,21,21027,18322
26-Jan-16,22,20028,17522
26-Jan-16,23,19078,16347
26-Jan-16,24,17754,15157
27-Jan-16,1,17234,14347
27-Jan-16,2,16996,13973
27-Jan-16,3,16830,13832
27-Jan-16,4,16877,13870
27-Jan-16,5,17156,14003
27-Jan-16,6,17383,14711
27-Jan-16,7,18854,16141
27-Jan-16,8,20427,17757
27-Jan-16,9,20566,17962
27-Jan-16,10,20276,17740
27-Jan-16,11,19651,17221
27-Jan-16,12,19364,16917
27-Jan-16,13,19076,16523
27-Jan-16,14,19529,16544
27-Jan-16,15,19565,16530
27-Jan-16,16,19915,16972
27-Jan-16,17,20722,17923
27-Jan-16,18,22046,19101
27-Jan-16,19,21867,19124
27-Jan-16,20,21705,18959
27-Jan-16,21,21356,18503
27-Jan-16,22,20410,17707
27-Jan-16,23,19407,16699
27-Jan-16,24,18318,15423
28-Jan-16,1,17847,14741
28-Jan-16,2,17657,14263
28-Jan-16,3,17594,14071
28-Jan-16,4,17643,13974
28-Jan-16,5,17589,14072
28-Jan-16,6,17841,14719
28-Jan-16,7,18851,16017
28-Jan-16,8,20464,17484
28-Jan-16,9,20821,17794
28-Jan-16,10,20698,17737
28-Jan-16,11,20310,17838
28-Jan-16,12,19859,17844
28-Jan-16,13,19773,17763
28-Jan-16,14,19618,17747
28-Jan-16,15,19665,17829
28-Jan-16,16,20144,18007
28-Jan-16,17,20809,18563
28-Jan-16,18,21574,19281
28-Jan-16,19,21645,19356
28-Jan-16,20,21427,19130
28-Jan-16,21,20991,18696
28-Jan-16,22,19992,17840
28-Jan-16,23,18958,16552
28-Jan-16,24,18175,15385
29-Jan-16,1,18039,14598
29-Jan-16,2,17857,14125
29-Jan-16,3,17647,13946
29-Jan-16,4,17749,13994
29-Jan-16,5,17972,14144
29-Jan-16,6,18405,14885
29-Jan-16,7,19425,16305
29-Jan-16,8,20850,17897
29-Jan-16,9,21047,18153
29-Jan-16,10,20814,17857
29-Jan-16,11,20610,17630
29-Jan-16,12,20440,17404
29-Jan-16,13,20306,17270
29-Jan-16,14,20275,17282
29-Jan-16,15,20242,17292
29-Jan-16,16,20405,17475
29-Jan-16,17,21112,18189
29-Jan-16,18,22002,19130
29-Jan-16,19,22104,19439
29-Jan-16,20,21708,19350
29-Jan-16,21,21022,19057
29-Jan-16,22,20445,18383
29-Jan-16,23,19920,17339
29-Jan-16,24,18609,16117
30-Jan-16,1,18043,15318
30-Jan-16,2,17441,14736
30-Jan-16,3,17462,14385
30-Jan-16,4,17332,14098
30-Jan-16,5,16708,13939
30-Jan-16,6,17258,14145
30-Jan-16,7,17911,14714
30-Jan-16,8,18740,15548
30-Jan-16,9,18801,15908
30-Jan-16,10,19173,16282
30-Jan-16,11,19183,16323
30-Jan-16,12,19150,16271
30-Jan-16,13,19096,16230
30-Jan-16,14,19013,16058
30-Jan-16,15,18915,15977
30-Jan-16,16,18876,15981
30-Jan-16,17,19285,16416
30-Jan-16,18,19517,17038
30-Jan-16,19,19978,17412
30-Jan-16,20,19580,16909
30-Jan-16,21,19284,16428
30-Jan-16,22,18480,15918
30-Jan-16,23,17678,15135
30-Jan-16,24,17136,14215
31-Jan-16,1,16981,13586
31-Jan-16,2,16719,13137
31-Jan-16,3,16310,12788
31-Jan-16,4,16020,12621
31-Jan-16,5,16329,12655
31-Jan-16,6,16474,12847
31-Jan-16,7,16740,13210
31-Jan-16,8,17739,14014
31-Jan-16,9,17833,14502
31-Jan-16,10,18092,15058
31-Jan-16,11,18330,15299
31-Jan-16,12,18173,15378
31-Jan-16,13,18100,15227
31-Jan-16,14,18092,15087
31-Jan-16,15,18065,15141
31-Jan-16,16,18420,15497
31-Jan-16,17,19686,16674
31-Jan-16,18,20487,17485
31-Jan-16,19,20143,17316
31-Jan-16,20,19802,16927
31-Jan-16,21,19459,16398
31-Jan-16,22,18682,15675
31-Jan-16,23,17615,14743
31-Jan-16,24,16732,13758
01-Feb-16,1,16666,12998
01-Feb-16,2,16468,12764
01-Feb-16,3,15900,12533
01-Feb-16,4,16563,12591
01-Feb-16,5,16672,12872
01-Feb-16,6,16660,13678
01-Feb-16,7,17598,15183
01-Feb-16,8,19425,16779
01-Feb-16,9,19486,16811
01-Feb-16,10,19221,16401
01-Feb-16,11,18627,15984
01-Feb-16,12,18500,15894
01-Feb-16,13,18414,15879
01-Feb-16,14,18526,16064
01-Feb-16,15,18708,16164
01-Feb-16,16,18905,16412
01-Feb-16,17,19817,17211
01-Feb-16,18,20663,18007
01-Feb-16,19,21417,18735
01-Feb-16,20,21008,18329
01-Feb-16,21,20847,18243
01-Feb-16,22,20028,17439
01-Feb-16,23,18621,16224
01-Feb-16,24,17447,14949
02-Feb-16,1,17238,14212
02-Feb-16,2,16793,13878
02-Feb-16,3,16552,13701
02-Feb-16,4,16776,13701
02-Feb-16,5,17063,13861
02-Feb-16,6,17279,14556
02-Feb-16,7,18599,15877
02-Feb-16,8,19965,17317
02-Feb-16,9,19928,17301
02-Feb-16,10,19519,16977
02-Feb-16,11,19067,16528
02-Feb-16,12,18619,16168
02-Feb-16,13,18551,16125
02-Feb-16,14,19039,16097
02-Feb-16,15,18726,16105
02-Feb-16,16,19017,16460
02-Feb-16,17,19881,17351
02-Feb-16,18,20949,18363
02-Feb-16,19,21171,18534
02-Feb-16,20,20940,18416
02-Feb-16,21,20709,18136
02-Feb-16,22,20231,17661
02-Feb-16,23,19711,16753
02-Feb-16,24,18826,15667
03-Feb-16,1,18536,14802
03-Feb-16,2,17848,14232
03-Feb-16,3,17552,13996
03-Feb-16,4,17253,13731
03-Feb-16,5,17219,13761
03-Feb-16,6,17903,14298
03-Feb-16,7,18389,15470
03-Feb-16,8,19403,16759
03-Feb-16,9,19551,16952
03-Feb-16,10,19558,16853
03-Feb-16,11,19705,16890
03-Feb-16,12,19595,16763
03-Feb-16,13,19445,16451
03-Feb-16,14,17173,16305
03-Feb-16,15,19085,15929
03-Feb-16,16,18753,15927
03-Feb-16,17,19455,16553
03-Feb-16,18,20210,17345
03-Feb-16,19,20813,18004
03-Feb-16,20,20898,17935
03-Feb-16,21,20503,17684
03-Feb-16,22,20091,16916
03-Feb-16,23,19297,15704
03-Feb-16,24,18358,14668
04-Feb-16,1,16931,13729
04-Feb-16,2,16959,13402
04-Feb-16,3,16705,13211
04-Feb-16,4,16772,13121
04-Feb-16,5,16051,13351
04-Feb-16,6,17493,14026
04-Feb-16,7,18361,15484
04-Feb-16,8,19674,17023
04-Feb-16,9,19787,17339
04-Feb-16,10,20080,17305
04-Feb-16,11,19549,17047
04-Feb-16,12,19355,16802
04-Feb-16,13,19093,16588
04-Feb-16,14,19087,16612
04-Feb-16,15,19013,16501
04-Feb-16,16,19285,16737
04-Feb-16,17,19712,17480
04-Feb-16,18,20591,18307
04-Feb-16,19,21091,18818
04-Feb-16,20,20697,18504
04-Feb-16,21,20652,18448
04-Feb-16,22,19934,17665
04-Feb-16,23,19070,16630
04-Feb-16,24,17965,15418
05-Feb-16,1,17795,14747
05-Feb-16,2,17417,14256
05-Feb-16,3,17456,14036
05-Feb-16,4,17292,14067
05-Feb-16,5,17308,14167
05-Feb-16,6,17669,14759
05-Feb-16,7,18768,16109
05-Feb-16,8,20452,17723
05-Feb-16,9,19790,17584
05-Feb-16,10,19449,17134
05-Feb-16,11,18885,16582
05-Feb-16,12,18901,16419
05-Feb-16,13,18670,16260
05-Feb-16,14,19005,16334
05-Feb-16,15,19332,16552
05-Feb-16,16,19449,16762
05-Feb-16,17,20162,17420
05-Feb-16,18,21021,18290
05-Feb-16,19,21254,18560
05-Feb-16,20,20906,18321
05-Feb-16,21,20684,18014
05-Feb-16,22,20086,17446
05-Feb-16,23,18919,16358
05-Feb-16,24,17886,15317
06-Feb-16,1,17260,14529
06-Feb-16,2,16831,13885
06-Feb-16,3,16783,13633
06-Feb-16,4,16597,13519
06-Feb-16,5,16657,13441
06-Feb-16,6,16945,13743
06-Feb-16,7,17190,14339
06-Feb-16,8,18106,15287
06-Feb-16,9,18835,15834
