Date,Hour,Total Market Demand,Ontario Demand
16-Mar-16,5,15028,12857
16-Mar-16,6,16456,14126
16-Mar-16,7,17578,15307
16-Mar-16,8,18279,15873
16-Mar-16,9,18653,16155
16-Mar-16,10,18956,16336
16-Mar-16,11,18914,16238
16-Mar-16,12,18731,16037
16-Mar-16,13,18747,16028
16-Mar-16,14,18527,15947
16-Mar-16,15,18200,15794
16-Mar-16,16,18156,15674
16-Mar-16,17,18214,15711
16-Mar-16,18,18679,15979
16-Mar-16,19,19258,16650
16-Mar-16,20,19374,16785
16-Mar-16,21,18905,16288
16-Mar-16,22,17804,15323
16-Mar-16,23,16803,14129
16-Mar-16,24,16470,13300
17-Mar-16,1,15893,12768
17-Mar-16,2,15561,12467
17-Mar-16,3,15328,12429
17-Mar-16,4,15412,12514
17-Mar-16,5,15915,13061
17-Mar-16,6,16820,14333
17-Mar-16,7,17809,15402
17-Mar-16,8,18095,15540
17-Mar-16,9,17912,15261
17-Mar-16,10,17784,15022
17-Mar-16,11,17785,14926
17-Mar-16,12,18070,15147
17-Mar-16,13,18343,15330
17-Mar-16,14,17814,15142
17-Mar-16,15,17963,15384
17-Mar-16,16,17978,15394
17-Mar-16,17,18337,15757
17-Mar-16,18,18371,15851
17-Mar-16,19,18999,16523
17-Mar-16,20,19249,16765
17-Mar-16,21,18897,16229
17-Mar-16,22,18170,15445
17-Mar-16,23,17102,14390
17-Mar-16,24,16633,13699
18-Mar-16,1,16067,13205
18-Mar-16,2,15604,12934
18-Mar-16,3,15463,12761
18-Mar-16,4,15857,12908
18-Mar-16,5,16546,13629
18-Mar-16,6,17280,14763
18-Mar-16,7,18500,15868
18-Mar-16,8,18937,16307
18-Mar-16,9,18748,16210
18-Mar-16,10,18498,16009
18-Mar-16,11,18027,15677
18-Mar-16,12,17971,15468
18-Mar-16,13,17668,15133
18-Mar-16,14,17351,14755
18-Mar-16,15,17227,14555
18-Mar-16,16,17147,14635
18-Mar-16,17,17748,15000
18-Mar-16,18,17934,15324
18-Mar-16,19,18823,16289
18-Mar-16,20,19694,16978
18-Mar-16,21,19366,16528
18-Mar-16,22,18637,15681
18-Mar-16,23,17562,14680
18-Mar-16,24,16664,13873
19-Mar-16,1,16245,13305
19-Mar-16,2,15902,13023
19-Mar-16,3,15792,12939
19-Mar-16,4,15793,13053
19-Mar-16,5,16107,13284
19-Mar-16,6,16700,13852
19-Mar-16,7,17317,14583
19-Mar-16,8,17492,14762
19-Mar-16,9,17056,14614
19-Mar-16,10,16855,14396
19-Mar-16,11,16938,14264
19-Mar-16,12,17246,14133
19-Mar-16,13,16993,13912
19-Mar-16,14,16504,13597
19-Mar-16,15,16113,13445
19-Mar-16,16,16535,13742
19-Mar-16,17,17001,14336
19-Mar-16,18,17700,14827
19-Mar-16,19,18078,15516
19-Mar-16,20,18620,16006
19-Mar-16,21,18428,15567
19-Mar-16,22,17831,15037
19-Mar-16,23,17035,14183
19-Mar-16,24,15930,13414
20-Mar-16,1,16013,13053
20-Mar-16,2,15815,12773
20-Mar-16,3,15645,12728
20-Mar-16,4,15678,12745
20-Mar-16,5,15838,12871
20-Mar-16,6,16297,13392
20-Mar-16,7,16564,13799
20-Mar-16,8,16747,14032
20-Mar-16,9,16590,14034
20-Mar-16,10,16606,13854
20-Mar-16,11,16608,13840
20-Mar-16,12,16680,13678
20-Mar-16,13,16722,13577
20-Mar-16,14,16711,13369
20-Mar-16,15,16572,13407
20-Mar-16,16,16815,13817
20-Mar-16,17,17554,14521
20-Mar-16,18,17802,15059
20-Mar-16,19,18735,15948
20-Mar-16,20,19420,16594
20-Mar-16,21,18858,16224
20-Mar-16,22,18114,15410
20-Mar-16,23,17226,14476
20-Mar-16,24,16438,13726
21-Mar-16,1,16394,13324
21-Mar-16,2,16340,13200
21-Mar-16,3,16261,13134
21-Mar-16,4,16121,13265
21-Mar-16,5,16650,13830
21-Mar-16,6,17900,15410
21-Mar-16,7,19197,16795
21-Mar-16,8,19158,16703
21-Mar-16,9,18616,16045
21-Mar-16,10,18435,15783
21-Mar-16,11,18275,15566
21-Mar-16,12,18100,15428
21-Mar-16,13,18023,15386
21-Mar-16,14,17963,15368
21-Mar-16,15,17984,15431
21-Mar-16,16,18353,15822
21-Mar-16,17,18933,16285
21-Mar-16,18,19400,16814
21-Mar-16,19,19943,17544
21-Mar-16,20,20336,18168
21-Mar-16,21,19662,17515
21-Mar-16,22,18682,16255
21-Mar-16,23,17406,15046
21-Mar-16,24,16541,14275
22-Mar-16,1,16370,13782
22-Mar-16,2,16182,13594
22-Mar-16,3,16119,13543
22-Mar-16,4,16327,13676
22-Mar-16,5,16779,14221
22-Mar-16,6,18098,15770
22-Mar-16,7,19414,16917
22-Mar-16,8,19552,16842
22-Mar-16,9,19104,16519
22-Mar-16,10,18926,16318
22-Mar-16,11,18770,16204
22-Mar-16,12,18364,15751
22-Mar-16,13,18205,15627
22-Mar-16,14,18592,15855
22-Mar-16,15,18651,16133
22-Mar-16,16,19307,16701
22-Mar-16,17,19764,17125
22-Mar-16,18,19668,17267
22-Mar-16,19,20293,17789
22-Mar-16,20,20275,17820
22-Mar-16,21,19586,17070
22-Mar-16,22,18293,15773
22-Mar-16,23,17151,14646
22-Mar-16,24,16771,13803
23-Mar-16,1,16288,13444
23-Mar-16,2,15889,13195
23-Mar-16,3,15905,13155
23-Mar-16,4,16016,13189
23-Mar-16,5,16006,13638
23-Mar-16,6,17656,15330
23-Mar-16,7,18933,16611
23-Mar-16,8,19253,16952
23-Mar-16,9,19253,16970
23-Mar-16,10,18937,16681
23-Mar-16,11,18863,16547
23-Mar-16,12,18560,16305
23-Mar-16,13,18525,16138
23-Mar-16,14,18390,15975
23-Mar-16,15,18438,16069
23-Mar-16,16,18643,16419
23-Mar-16,17,19388,17064
23-Mar-16,18,19882,17414
23-Mar-16,19,20175,17945
23-Mar-16,20,20023,17999
23-Mar-16,21,19691,17302
23-Mar-16,22,18618,16149
23-Mar-16,23,17602,14976
23-Mar-16,24,16832,14124
24-Mar-16,1,16742,13772
24-Mar-16,2,16631,13585
24-Mar-16,3,16573,13569
24-Mar-16,4,16629,13664
24-Mar-16,5,17265,14336
24-Mar-16,6,18184,15755
24-Mar-16,7,19561,17111
24-Mar-16,8,19913,17458
24-Mar-16,9,20172,17572
24-Mar-16,10,20171,17823
24-Mar-16,11,20370,17986
24-Mar-16,12,20471,18133
24-Mar-16,13,20398,18136
24-Mar-16,14,20348,18116
24-Mar-16,15,19539,17832
24-Mar-16,16,19401,17895
24-Mar-16,17,19701,17954
24-Mar-16,18,19895,17862
24-Mar-16,19,20063,18019
24-Mar-16,20,20405,18136
24-Mar-16,21,19042,17192
24-Mar-16,22,18116,15990
24-Mar-16,23,16540,14735
24-Mar-16,24,15770,13911
25-Mar-16,1,15163,13304
25-Mar-16,2,14794,12783
25-Mar-16,3,14638,12625
25-Mar-16,4,14585,12538
25-Mar-16,5,14731,12766
25-Mar-16,6,14523,13058
25-Mar-16,7,14703,13293
25-Mar-16,8,15622,13861
25-Mar-16,9,16508,14626
25-Mar-16,10,17060,15058
25-Mar-16,11,17140,15260
25-Mar-16,12,17023,15013
25-Mar-16,13,16571,14722
25-Mar-16,14,16445,14421
25-Mar-16,15,16218,14345
25-Mar-16,16,16574,14650
25-Mar-16,17,16726,14828
25-Mar-16,18,16656,14949
25-Mar-16,19,16920,15249
25-Mar-16,20,17470,15864
25-Mar-16,21,16944,15469
25-Mar-16,22,16481,14928
25-Mar-16,23,15897,14142
25-Mar-16,24,15376,13390
26-Mar-16,1,15151,13062
26-Mar-16,2,15089,12867
26-Mar-16,3,14885,12719
26-Mar-16,4,15079,12711
26-Mar-16,5,15532,12962
26-Mar-16,6,16144,13534
26-Mar-16,7,16059,14016
26-Mar-16,8,16494,14494
26-Mar-16,9,16654,14704
26-Mar-16,10,16506,14642
26-Mar-16,11,16262,14360
26-Mar-16,12,16391,14108
26-Mar-16,13,15877,13544
26-Mar-16,14,15597,13186
26-Mar-16,15,15521,13006
26-Mar-16,16,15585,13149
26-Mar-16,17,15992,13627
26-Mar-16,18,16662,14229
26-Mar-16,19,17141,14839
26-Mar-16,20,17735,15552
26-Mar-16,21,17358,15202
26-Mar-16,22,16385,14470
26-Mar-16,23,16116,13785
26-Mar-16,24,15074,13082
27-Mar-16,1,14819,12584
27-Mar-16,2,14719,12443
27-Mar-16,3,14552,12307
27-Mar-16,4,14534,12343
27-Mar-16,5,14666,12472
27-Mar-16,6,14907,12689
27-Mar-16,7,15334,13205
27-Mar-16,8,15904,13432
27-Mar-16,9,15819,13442
27-Mar-16,10,15499,13203
27-Mar-16,11,15220,12948
27-Mar-16,12,15379,12913
27-Mar-16,13,15307,12776
27-Mar-16,14,15191,12604
27-Mar-16,15,14927,12393
27-Mar-16,16,15068,12566
27-Mar-16,17,15419,12957
27-Mar-16,18,15787,13395
27-Mar-16,19,16305,13863
27-Mar-16,20,16924,14574
27-Mar-16,21,16610,14254
27-Mar-16,22,15856,13733
27-Mar-16,23,14638,13012
27-Mar-16,24,14719,12421
28-Mar-16,1,14443,12141
28-Mar-16,2,14533,11954
28-Mar-16,3,14424,11859
28-Mar-16,4,14496,11885
28-Mar-16,5,14790,12265
28-Mar-16,6,15823,13397
28-Mar-16,7,17094,14488
28-Mar-16,8,17791,15310
28-Mar-16,9,18258,15800
28-Mar-16,10,18362,15962
28-Mar-16,11,18497,16158
28-Mar-16,12,18337,16104
28-Mar-16,13,18516,16116
28-Mar-16,14,18321,15948
28-Mar-16,15,18458,16032
28-Mar-16,16,18770,16276
28-Mar-16,17,19106,16578
28-Mar-16,18,19039,16591
28-Mar-16,19,19283,16880
28-Mar-16,20,19699,17242
28-Mar-16,21,19291,16668
28-Mar-16,22,18367,15561
28-Mar-16,23,17191,14446
28-Mar-16,24,16243,13630
29-Mar-16,1,16143,13382
29-Mar-16,2,15971,13259
29-Mar-16,3,15873,13112
29-Mar-16,4,16061,13234
29-Mar-16,5,16158,13771
29-Mar-16,6,17612,15346
29-Mar-16,7,18263,16481
29-Mar-16,8,18091,16218
29-Mar-16,9,17602,15797
29-Mar-16,10,17174,15304
29-Mar-16,11,16899,15076
29-Mar-16,12,16669,14921
29-Mar-16,13,16809,14906
29-Mar-16,14,16945,14820
29-Mar-16,15,16816,14688
29-Mar-16,16,17077,14900
29-Mar-16,17,16990,15134
29-Mar-16,18,17554,15705
29-Mar-16,19,18153,16437
29-Mar-16,20,19082,17381
29-Mar-16,21,18752,16958
29-Mar-16,22,17561,15829
29-Mar-16,23,16738,14647
29-Mar-16,24,15735,13693
30-Mar-16,1,15329,13206
30-Mar-16,2,15530,13024
30-Mar-16,3,15435,12880
30-Mar-16,4,15283,13070
30-Mar-16,5,15648,13644
30-Mar-16,6,16957,15112
30-Mar-16,7,18137,16293
30-Mar-16,8,17795,15960
30-Mar-16,9,17232,15437
30-Mar-16,10,16879,15067
30-Mar-16,11,16468,14761
30-Mar-16,12,16377,14537
30-Mar-16,13,16804,14600
30-Mar-16,14,16801,14591
30-Mar-16,15,17065,14843
30-Mar-16,16,17350,15364
30-Mar-16,17,17754,15817
30-Mar-16,18,17550,15874
30-Mar-16,19,17918,16213
30-Mar-16,20,18363,16629
30-Mar-16,21,17833,15973
30-Mar-16,22,16847,14765
30-Mar-16,23,15447,13629
30-Mar-16,24,14647,12742
31-Mar-16,1,14371,12363
31-Mar-16,2,13984,12136
31-Mar-16,3,13955,12093
31-Mar-16,4,14095,12224
31-Mar-16,5,14563,12717
31-Mar-16,6,16102,14263
31-Mar-16,7,17326,15680
31-Mar-16,8,17575,16056
31-Mar-16,9,17646,16077
31-Mar-16,10,17648,16161
31-Mar-16,11,17300,16221
31-Mar-16,12,17478,16236
31-Mar-16,13,17600,16254
31-Mar-16,14,17407,16041
31-Mar-16,15,17335,15865
31-Mar-16,16,17615,16007
31-Mar-16,17,17799,16066
31-Mar-16,18,17701,15992
31-Mar-16,19,18238,16364
31-Mar-16,20,18680,16724
31-Mar-16,21,18009,15966
31-Mar-16,22,17037,14967
31-Mar-16,23,15975,13855
31-Mar-16,24,14783,12881
01-Apr-16,1,13885,12282
01-Apr-16,2,13480,12098
01-Apr-16,3,13577,11991
01-Apr-16,4,13678,12059
01-Apr-16,5,14270,12552
01-Apr-16,6,15976,14089
01-Apr-16,7,17125,15565
01-Apr-16,8,17357,15719
01-Apr-16,9,17410,15760
01-Apr-16,10,17498,15835
01-Apr-16,11,17397,15802
01-Apr-16,12,17216,15566
01-Apr-16,13,16924,15299
01-Apr-16,14,16653,15113
01-Apr-16,15,16607,15014
01-Apr-16,16,17270,15180
01-Apr-16,17,17476,15417
01-Apr-16,18,17647,15542
01-Apr-16,19,18090,15950
01-Apr-16,20,18709,16619
01-Apr-16,21,18195,16125
01-Apr-16,22,17325,15210
01-Apr-16,23,16238,14057
01-Apr-16,24,15342,13026
02-Apr-16,1,14756,12571
02-Apr-16,2,14692,12269
02-Apr-16,3,14879,12432
02-Apr-16,4,14595,12229
02-Apr-16,5,15032,12686
02-Apr-16,6,15549,13279
02-Apr-16,7,16049,13859
02-Apr-16,8,16651,14456
02-Apr-16,9,16781,14715
02-Apr-16,10,16814,14699
02-Apr-16,11,16737,14589
02-Apr-16,12,16616,14312
02-Apr-16,13,16427,14178
02-Apr-16,14,16401,14118
02-Apr-16,15,16599,14270
02-Apr-16,16,17145,14733
02-Apr-16,17,17635,15333
02-Apr-16,18,17553,15296
02-Apr-16,19,17532,15340
02-Apr-16,20,18030,15787
02-Apr-16,21,17652,15370
02-Apr-16,22,17471,14623
02-Apr-16,23,16762,13927
02-Apr-16,24,16305,13408
03-Apr-16,1,15789,12963
03-Apr-16,2,15598,12708
03-Apr-16,3,15445,12611
03-Apr-16,4,15358,12644
03-Apr-16,5,15515,12886
03-Apr-16,6,16111,13432
03-Apr-16,7,16214,13681
03-Apr-16,8,16827,14107
03-Apr-16,9,16771,14179
03-Apr-16,10,16662,14287
03-Apr-16,11,16750,14522
03-Apr-16,12,17139,14580
03-Apr-16,13,16909,14502
03-Apr-16,14,16785,14647
03-Apr-16,15,17066,14959
03-Apr-16,16,17850,15726
03-Apr-16,17,18586,16571
03-Apr-16,18,18725,16726
03-Apr-16,19,18744,16966
03-Apr-16,20,19017,17057
03-Apr-16,21,18561,16576
03-Apr-16,22,18159,15563
03-Apr-16,23,17474,14570
03-Apr-16,24,17000,13863
04-Apr-16,1,16671,13551
04-Apr-16,2,16646,13520
04-Apr-16,3,16664,13478
04-Apr-16,4,16711,13591
04-Apr-16,5,16492,14142
04-Apr-16,6,17418,15645
04-Apr-16,7,18176,16593
04-Apr-16,8,18719,17153
04-Apr-16,9,18650,17134
04-Apr-16,10,18345,16966
04-Apr-16,11,18278,16737
04-Apr-16,12,17978,16443
04-Apr-16,13,17457,16010
04-Apr-16,14,17192,15737
04-Apr-16,15,17145,15701
04-Apr-16,16,17504,16075
04-Apr-16,17,17746,16326
04-Apr-16,18,17961,16539
04-Apr-16,19,18508,17010
04-Apr-16,20,19364,17817
04-Apr-16,21,19107,17561
04-Apr-16,22,18164,16615
04-Apr-16,23,17181,15532
04-Apr-16,24,16224,14671
05-Apr-16,1,15908,14345
05-Apr-16,2,15756,14197
05-Apr-16,3,15657,14163
05-Apr-16,4,15827,14251
05-Apr-16,5,16667,15094
05-Apr-16,6,17873,16512
05-Apr-16,7,18875,17348
05-Apr-16,8,18604,16885
05-Apr-16,9,17920,16327
05-Apr-16,10,17570,16040
05-Apr-16,11,17555,16018
05-Apr-16,12,17093,15655
05-Apr-16,13,16887,15499
05-Apr-16,14,16902,15514
05-Apr-16,15,16770,15322
05-Apr-16,16,17098,15542
05-Apr-16,17,17386,15970
05-Apr-16,18,17857,16343
05-Apr-16,19,18579,17034
05-Apr-16,20,19371,17821
05-Apr-16,21,18917,17359
05-Apr-16,22,18063,16510
05-Apr-16,23,16778,15192
05-Apr-16,24,15942,14435
06-Apr-16,1,15519,14025
06-Apr-16,2,15353,13764
06-Apr-16,3,15156,13625
06-Apr-16,4,15190,13646
06-Apr-16,5,15763,14129
06-Apr-16,6,17060,15534
06-Apr-16,7,18078,16423
06-Apr-16,8,18278,16622
06-Apr-16,9,18423,16915
06-Apr-16,10,18695,17123
06-Apr-16,11,18543,17017
06-Apr-16,12,18427,16966
06-Apr-16,13,18354,16893
06-Apr-16,14,18473,16923
06-Apr-16,15,18595,17057
06-Apr-16,16,18814,17367
06-Apr-16,17,18983,17565
06-Apr-16,18,18839,17367
06-Apr-16,19,19079,17553
06-Apr-16,20,19278,17765
06-Apr-16,21,18453,16936
06-Apr-16,22,17476,15946
06-Apr-16,23,16124,14635
06-Apr-16,24,15165,13730
07-Apr-16,1,14885,13430
07-Apr-16,2,14604,13200
07-Apr-16,3,14447,13070
07-Apr-16,4,14482,13142
07-Apr-16,5,15175,13702
07-Apr-16,6,16734,15023
07-Apr-16,7,17969,16396
07-Apr-16,8,18236,16737
07-Apr-16,9,18373,16901
07-Apr-16,10,18414,16917
07-Apr-16,11,18291,16852
07-Apr-16,12,18087,16678
07-Apr-16,13,17743,16488
07-Apr-16,14,17552,16070
07-Apr-16,15,17482,15990
07-Apr-16,16,17477,16251
07-Apr-16,17,18077,16583
07-Apr-16,18,18103,16633
07-Apr-16,19,18558,17150
07-Apr-16,20,19084,17615
07-Apr-16,21,18604,17100
07-Apr-16,22,17435,15935
07-Apr-16,23,16296,14806
07-Apr-16,24,15581,13892
08-Apr-16,1,15264,13533
08-Apr-16,2,15064,13332
08-Apr-16,3,15038,13324
08-Apr-16,4,15150,13482
08-Apr-16,5,15975,14256
08-Apr-16,6,17270,15743
08-Apr-16,7,18500,16979
08-Apr-16,8,18594,17078
08-Apr-16,9,18451,16968
08-Apr-16,10,18276,16800
08-Apr-16,11,17889,16411
08-Apr-16,12,17349,15915
08-Apr-16,13,17204,15853
08-Apr-16,14,17109,15684
08-Apr-16,15,17016,15548
08-Apr-16,16,17015,15598
08-Apr-16,17,17384,15973
08-Apr-16,18,17619,16221
08-Apr-16,19,18095,16673
08-Apr-16,20,18966,17577
08-Apr-16,21,18314,17143
08-Apr-16,22,17674,16180
08-Apr-16,23,16313,14933
08-Apr-16,24,15451,14016
09-Apr-16,1,15083,13622
09-Apr-16,2,14927,13416
09-Apr-16,3,14723,13180
09-Apr-16,4,14743,13233
09-Apr-16,5,15007,13453
09-Apr-16,6,15583,14113
09-Apr-16,7,15932,14414
09-Apr-16,8,16340,14723
09-Apr-16,9,16181,14676
09-Apr-16,10,16081,14507
09-Apr-16,11,15956,14471
09-Apr-16,12,15901,14383
09-Apr-16,13,15716,14236
09-Apr-16,14,15445,13964
09-Apr-16,15,15380,13910
09-Apr-16,16,15605,14094
09-Apr-16,17,16046,14612
09-Apr-16,18,16575,15090
09-Apr-16,19,17168,15614
09-Apr-16,20,18058,16536
09-Apr-16,21,17937,16355
09-Apr-16,22,17205,15642
09-Apr-16,23,16267,14682
09-Apr-16,24,15544,14013
10-Apr-16,1,15104,13566
10-Apr-16,2,14884,13363
10-Apr-16,3,14725,13245
10-Apr-16,4,14782,13256
10-Apr-16,5,14963,13437
10-Apr-16,6,15323,13790
10-Apr-16,7,15385,13850
10-Apr-16,8,15733,14204
10-Apr-16,9,15934,14501
10-Apr-16,10,16283,14807
10-Apr-16,11,16462,14985
10-Apr-16,12,16382,14904
10-Apr-16,13,16305,14798
10-Apr-16,14,16227,14715
10-Apr-16,15,16318,14803
10-Apr-16,16,16954,15484
10-Apr-16,17,17810,16301
10-Apr-16,18,18214,16746
10-Apr-16,19,18506,17016
10-Apr-16,20,18739,17248
10-Apr-16,21,18228,16765
10-Apr-16,22,17365,15836
10-Apr-16,23,16506,14959
10-Apr-16,24,16092,14248
11-Apr-16,1,15584,13754
11-Apr-16,2,15223,13432
11-Apr-16,3,14993,13341
11-Apr-16,4,15201,13368
11-Apr-16,5,15795,13956
11-Apr-16,6,17316,15498
11-Apr-16,7,18242,16630
11-Apr-16,8,18774,17227
11-Apr-16,9,18711,17182
11-Apr-16,10,18568,17152
11-Apr-16,11,18625,17168
11-Apr-16,12,18516,16982
11-Apr-16,13,18130,16599
11-Apr-16,14,17674,16224
11-Apr-16,15,17489,16029
11-Apr-16,16,17833,16328
11-Apr-16,17,18043,16662
11-Apr-16,18,18041,16585
11-Apr-16,19,18227,16814
11-Apr-16,20,18747,17276
11-Apr-16,21,18249,16777
11-Apr-16,22,17256,15776
11-Apr-16,23,16023,14570
11-Apr-16,24,15299,13779
12-Apr-16,1,14916,13364
12-Apr-16,2,14736,13223
12-Apr-16,3,14686,13170
12-Apr-16,4,14818,13263
12-Apr-16,5,15393,13825
12-Apr-16,6,16775,15293
12-Apr-16,7,17621,16140
12-Apr-16,8,17640,16209
12-Apr-16,9,17315,15849
12-Apr-16,10,17217,15790
12-Apr-16,11,17327,15838
12-Apr-16,12,17231,15789
12-Apr-16,13,17260,15837
12-Apr-16,14,16932,15510
12-Apr-16,15,17026,15601
12-Apr-16,16,17398,15895
12-Apr-16,17,17693,16194
12-Apr-16,18,17650,16241
12-Apr-16,19,18071,16719
12-Apr-16,20,19226,17743
12-Apr-16,21,19157,17598
12-Apr-16,22,17780,16460
12-Apr-16,23,16388,15088
12-Apr-16,24,15602,14261
13-Apr-16,1,15188,13793
13-Apr-16,2,15054,13664
13-Apr-16,3,14971,13575
13-Apr-16,4,15067,13672
13-Apr-16,5,15644,14250
13-Apr-16,6,17228,15831
13-Apr-16,7,18018,16631
13-Apr-16,8,17607,16257
13-Apr-16,9,17071,15767
13-Apr-16,10,16831,15482
13-Apr-16,11,16595,15231
13-Apr-16,12,16339,14974
13-Apr-16,13,16247,14892
13-Apr-16,14,16036,14751
13-Apr-16,15,16090,14747
13-Apr-16,16,16321,14944
13-Apr-16,17,17144,15641
13-Apr-16,18,17447,16102
13-Apr-16,19,17729,16472
13-Apr-16,20,18093,17003
13-Apr-16,21,18254,16842
13-Apr-16,22,17183,15693
13-Apr-16,23,15918,14514
13-Apr-16,24,15341,13827
14-Apr-16,1,14952,13399
14-Apr-16,2,14624,13140
14-Apr-16,3,14706,13151
14-Apr-16,4,14858,13298
14-Apr-16,5,15371,13766
14-Apr-16,6,16818,15295
14-Apr-16,7,17498,15979
14-Apr-16,8,17273,15745
14-Apr-16,9,16685,15273
14-Apr-16,10,16247,14842
14-Apr-16,11,16159,14747
14-Apr-16,12,16008,14603
14-Apr-16,13,15862,14456
14-Apr-16,14,15634,14271
14-Apr-16,15,15665,14267
14-Apr-16,16,15904,14542
14-Apr-16,17,16514,15043
14-Apr-16,18,16874,15392
14-Apr-16,19,17364,15833
14-Apr-16,20,18071,16689
14-Apr-16,21,17760,16283
14-Apr-16,22,16938,15373
14-Apr-16,23,15596,14127
14-Apr-16,24,14886,13250
15-Apr-16,1,14411,12840
15-Apr-16,2,14208,12675
15-Apr-16,3,14106,12578
15-Apr-16,4,14196,12685
15-Apr-16,5,14846,13344
15-Apr-16,6,15924,14578
15-Apr-16,7,16775,15342
15-Apr-16,8,16865,15410
15-Apr-16,9,16513,15049
15-Apr-16,10,16271,14761
15-Apr-16,11,16156,14673
15-Apr-16,12,15956,14516
15-Apr-16,13,15703,14222
15-Apr-16,14,15543,14066
15-Apr-16,15,15378,13922
15-Apr-16,16,15603,14086
15-Apr-16,17,15907,14436
15-Apr-16,18,16615,14676
15-Apr-16,19,17126,14953
15-Apr-16,20,17841,15674
15-Apr-16,21,17498,15310
15-Apr-16,22,16479,14276
15-Apr-16,23,15415,13150
15-Apr-16,24,14632,12397
16-Apr-16,1,14295,11876
16-Apr-16,2,14046,11613
16-Apr-16,3,13946,11608
16-Apr-16,4,14066,11730
16-Apr-16,5,14312,12015
16-Apr-16,6,14753,12467
16-Apr-16,7,15154,12993
16-Apr-16,8,15539,13330
16-Apr-16,9,15868,13659
16-Apr-16,10,15442,13312
16-Apr-16,11,15682,13376
16-Apr-16,12,15461,13251
16-Apr-16,13,15246,13006
16-Apr-16,14,15025,12742
16-Apr-16,15,14752,12602
16-Apr-16,16,14959,12794
16-Apr-16,17,15846,13327
16-Apr-16,18,16627,13687
16-Apr-16,19,16954,13975
16-Apr-16,20,17355,14397
16-Apr-16,21,17290,14361
16-Apr-16,22,16384,13504
16-Apr-16,23,15556,12598
16-Apr-16,24,14843,11885
17-Apr-16,1,14483,11534
17-Apr-16,2,14142,11372
17-Apr-16,3,14151,11291
17-Apr-16,4,14114,11286
17-Apr-16,5,14401,11518
17-Apr-16,6,14747,11819
17-Apr-16,7,14814,12125
17-Apr-16,8,15502,12565
17-Apr-16,9,15349,12572
17-Apr-16,10,15692,12525
17-Apr-16,11,15763,12561
17-Apr-16,12,15815,12698
17-Apr-16,13,15617,12570
17-Apr-16,14,15305,12426
17-Apr-16,15,15532,12491
17-Apr-16,16,15871,12861
17-Apr-16,17,16364,13520
17-Apr-16,18,16823,13954
17-Apr-16,19,17117,14312
17-Apr-16,20,17559,15003
17-Apr-16,21,17633,14950
17-Apr-16,22,16855,14075
17-Apr-16,23,15859,12991
17-Apr-16,24,14825,12184
18-Apr-16,1,14261,11753
18-Apr-16,2,14445,11642
18-Apr-16,3,14387,11638
18-Apr-16,4,14692,11841
18-Apr-16,5,14890,12383
18-Apr-16,6,15876,13700
18-Apr-16,7,16801,14743
18-Apr-16,8,16561,14798
18-Apr-16,9,16301,14526
18-Apr-16,10,16378,14562
18-Apr-16,11,16292,14521
18-Apr-16,12,16555,14673
18-Apr-16,13,16376,14589
18-Apr-16,14,16361,14558
18-Apr-16,15,16423,14580
18-Apr-16,16,17336,15154
18-Apr-16,17,17611,15465
18-Apr-16,18,17810,15518
18-Apr-16,19,18061,15807
18-Apr-16,20,18281,16241
18-Apr-16,21,18156,15853
18-Apr-16,22,16955,14585
18-Apr-16,23,15921,13417
18-Apr-16,24,14911,12481
19-Apr-16,1,14234,11888
19-Apr-16,2,14156,11745
19-Apr-16,3,14121,11660
19-Apr-16,4,14255,11784
19-Apr-16,5,14814,12297
19-Apr-16,6,15989,13498
19-Apr-16,7,16926,14735
19-Apr-16,8,16878,14876
19-Apr-16,9,16408,14549
19-Apr-16,10,16079,14270
19-Apr-16,11,15997,14160
19-Apr-16,12,15800,13970
19-Apr-16,13,15729,13883
19-Apr-16,14,15464,13806
19-Apr-16,15,15728,13858
19-Apr-16,16,16156,14330
19-Apr-16,17,16385,14702
19-Apr-16,18,16990,15244
19-Apr-16,19,17182,15527
19-Apr-16,20,18037,16283
19-Apr-16,21,17656,15981
19-Apr-16,22,16618,14640
19-Apr-16,23,15426,13423
19-Apr-16,24,14492,12652
20-Apr-16,1,13963,12106
20-Apr-16,2,13879,11955
20-Apr-16,3,13786,11861
20-Apr-16,4,13945,12040
20-Apr-16,5,14407,12513
20-Apr-16,6,15725,13818
20-Apr-16,7,16677,14784
20-Apr-16,8,16421,14804
20-Apr-16,9,15894,14266
20-Apr-16,10,15523,13984
20-Apr-16,11,15500,13908
20-Apr-16,12,15584,13884
20-Apr-16,13,15675,13893
20-Apr-16,14,15397,13734
20-Apr-16,15,15565,13879
20-Apr-16,16,16007,14294
20-Apr-16,17,16092,14690
20-Apr-16,18,16483,14945
20-Apr-16,19,17593,15406
20-Apr-16,20,18184,16040
20-Apr-16,21,17856,15634
20-Apr-16,22,16649,14403
20-Apr-16,23,15686,13166
20-Apr-16,24,14746,12358
21-Apr-16,1,14286,11881
21-Apr-16,2,14443,11822
21-Apr-16,3,14176,11742
21-Apr-16,4,14369,11928
21-Apr-16,5,15086,12692
21-Apr-16,6,16616,14172
21-Apr-16,7,17353,15177
21-Apr-16,8,17340,15438
21-Apr-16,9,17581,15346
21-Apr-16,10,17053,14852
21-Apr-16,11,16698,14605
21-Apr-16,12,16754,14603
21-Apr-16,13,16824,14624
